name;vicinity;geometry;place_id;rating;user_ratings_total;formatted_phone_number;website;Colonna1;Colonna2;Email
La Felce Imperial Hotel;Via Panoramica, 77, Diamante;{'location': {'lat': 39.6889381, 'lng': 15.8345823}, 'viewport': {'northeast': {'lat': 39.6901802802915, 'lng': 15.8360204802915}, 'southwest': {'lat': 39.6874823197085, 'lng': 15.8333225197085}}};ChIJa_VKLdoCPxMRT7ZUI2qaJOE;47;786;0985 876764;https://www.hotellafelce.it/;FALSO;2483;x
La Finestra sul Mare;Via Stradiotti, 8, Gallipoli;{'location': {'lat': 40.05305719999999, 'lng': 17.9761699}, 'viewport': {'northeast': {'lat': 40.05435268029149, 'lng': 17.9775253802915}, 'southwest': {'lat': 40.0516547197085, 'lng': 17.9748274197085}}};ChIJXwYLCGimRhMRLNrj77Ydmuc;46;67;0833 607278;http://www.finestrasulmare.it/;FALSO;2483;info@finestrasulmare.it
La Fiumara;Via del Sasso, 9, Bitonto;{'location': {'lat': 41.1052606, 'lng': 16.6880265}, 'viewport': {'northeast': {'lat': 41.1065817802915, 'lng': 16.6893382302915}, 'southwest': {'lat': 41.1038838197085, 'lng': 16.6866402697085}}};ChIJieQ4DJ7xRxMR7wSFjAckH3k;5;1;334 736 9430;https://la-fiumara.lussosoggiorni.top/;FALSO;2483;x
La Fiumarella;Via Fiumarella, 2, Marina di Ascea;{'location': {'lat': 40.15316420000001, 'lng': 15.1635097}, 'viewport': {'northeast': {'lat': 40.15451668029149, 'lng': 15.1648555302915}, 'southwest': {'lat': 40.1518187197085, 'lng': 15.1621575697085}}};ChIJN4yADAOvPhMR7zxfIRiT-pk;4;2;;https://travellingjoshua.eu/appartamento-ascea-velia-italy;FALSO;2483;x
La Flor de la Mar;Via Napoli, 164/B, Bari;{'location': {'lat': 41.16375, 'lng': 16.74485}, 'viewport': {'northeast': {'lat': 41.1650711802915, 'lng': 16.7461856302915}, 'southwest': {'lat': 41.1623732197085, 'lng': 16.7434876697085}}};ChIJEWb425HlRxMRXps8FJxa0PE;5;9;328 337 9509;https://www.hotelsitalo.com/la-flor-de-la-mar/;FALSO;2483;x
La Follia dell'Architetto;Strada Porta Piccola San Gaetano, 15, Bari;{'location': {'lat': 41.1285658, 'lng': 16.8705689}, 'viewport': {'northeast': {'lat': 41.12991478029151, 'lng': 16.87191788029151}, 'southwest': {'lat': 41.12721681970851, 'lng': 16.8692199197085}}};ChIJBbf4BwPpRxMRDtbmnwg3S44;;;393 541 6229;;1;2483;x
La Foresta;Via Padre Pio, Praia a Mare;{'location': {'lat': 39.87459940000001, 'lng': 15.7924175}, 'viewport': {'northeast': {'lat': 39.87606778029151, 'lng': 15.7937225802915}, 'southwest': {'lat': 39.87336981970851, 'lng': 15.7910246197085}}};ChIJWUAKUxsgPxMRQ5nKhUETNNQ;41;53;349 756 7014;https://la-foresta.italyrelax.top/;FALSO;2483;x
La fundina;Strada Corano, 1, Nardò;{'location': {'lat': 40.17991200000001, 'lng': 18.0160372}, 'viewport': {'northeast': {'lat': 40.1813020802915, 'lng': 18.0174077302915}, 'southwest': {'lat': 40.1786041197085, 'lng': 18.0147097697085}}};ChIJ47vJnlWfRhMRubbRGJw1xmU;;;;;1;2483;x
La Garolla B&B;Via Alezio, 83, Sannicola;{'location': {'lat': 40.0850934, 'lng': 18.0557675}, 'viewport': {'northeast': {'lat': 40.0863996302915, 'lng': 18.0570882302915}, 'southwest': {'lat': 40.0837016697085, 'lng': 18.0543902697085}}};ChIJGf6Li_sdRBMRdisjGC-hpyg;5;37;327 785 4548;http://www.lagarolla.it/;FALSO;2483;x
La Gerbera;Via Filippo Brunelleschi, 10, Gagliano del Capo;{'location': {'lat': 39.8404218, 'lng': 18.3779043}, 'viewport': {'northeast': {'lat': 39.84175683029149, 'lng': 18.3792220302915}, 'southwest': {'lat': 39.8390588697085, 'lng': 18.3765240697085}}};ChIJfZlRNrMLRBMR_gdAntkNdpI;5;1;079 445 85 45;;1;2483;x
La Giara;Via L. da Vinci, 136, Santa Maria di Leuca;{'location': {'lat': 39.800388, 'lng': 18.3484835}, 'viewport': {'northeast': {'lat': 39.8017214802915, 'lng': 18.3497828802915}, 'southwest': {'lat': 39.7990235197085, 'lng': 18.3470849197085}}};ChIJ4_AFw_b1QxMRXNuzG86EIOA;;;0833 193 8610;;1;2483;x
La Giara;Via S. Pietro, Manduria;{'location': {'lat': 40.358107, 'lng': 17.6424272}, 'viewport': {'northeast': {'lat': 40.3595024302915, 'lng': 17.64356553029151}, 'southwest': {'lat': 40.3568044697085, 'lng': 17.6408675697085}}};ChIJka9ckGPtRhMRmpOrjuoq2GE;42;186;347 289 1106;;1;2483;x
La Giara;Fraz.Acquafredda Via Torretta, n°4, Maratea;{'location': {'lat': 40.0375242, 'lng': 15.6718788}, 'viewport': {'northeast': {'lat': 40.03887218029149, 'lng': 15.6732256802915}, 'southwest': {'lat': 40.03617421970849, 'lng': 15.6705277197085}}};ChIJ5cEO4BHaPhMRK47JBbuloJo;48;78;346 771 0033;http://www.lagiaramaratea.it/;FALSO;2483;lagiaramaratea@gmail.com
La Giara Resort;Corso Annibale, 150, Torre San Giovanni;{'location': {'lat': 39.89287040000001, 'lng': 18.1060817}, 'viewport': {'northeast': {'lat': 39.89420408029149, 'lng': 18.1074097302915}, 'southwest': {'lat': 39.8915061197085, 'lng': 18.1047117697085}}};ChIJiUvlXAUBRBMRGjq5zTX2hXA;47;74;0833 931106;http://www.lagiararesort.it/;FALSO;2483;info@lagiararesort.it
LA GIUDECCA by VALE;Via Don Giovanni Minzoni, 3, Gallipoli;{'location': {'lat': 40.0553043, 'lng': 17.9838324}, 'viewport': {'northeast': {'lat': 40.0565078302915, 'lng': 17.9852120802915}, 'southwest': {'lat': 40.0538098697085, 'lng': 17.9825141197085}}};ChIJAQDAkFumRhMRf2VpZkvRMEQ;5;1;334 156 3838;https://lagiudeccabyvale.traveleto.com/;FALSO;2483;x
La Grotta;Viale Kennedy, 143, Peschici;{'location': {'lat': 41.9487691, 'lng': 16.0122153}, 'viewport': {'northeast': {'lat': 41.95011998029149, 'lng': 16.0136021302915}, 'southwest': {'lat': 41.94742201970849, 'lng': 16.0109041697085}}};ChIJW5-yXp-xNxMR25uF1BMqstY;37;51;368 760 2235;;1;2483;x
La Grotta;Via Luca Antonio Resta, 98, Mesagne;{'location': {'lat': 40.5582315, 'lng': 17.8096643}, 'viewport': {'northeast': {'lat': 40.5595915802915, 'lng': 17.8110195802915}, 'southwest': {'lat': 40.5568936197085, 'lng': 17.8083216197085}}};ChIJV_07QFZiRhMRGmSdXt874xE;48;17;389 987 5122;https://samanthastraveltips.com/la-grotta-mesagne-italy;FALSO;2483;x
La Grotta B&B;Via Vescovo Faggiano, 23, Salice Salentino;{'location': {'lat': 40.388596, 'lng': 17.959381}, 'viewport': {'northeast': {'lat': 40.3899618302915, 'lng': 17.9607812302915}, 'southwest': {'lat': 40.38726386970851, 'lng': 17.9580832697085}}};ChIJHTKgDQWDRhMRGaSyWGsP3Cs;5;8;328 223 5096;https://www.facebook.com/BB-la-grotta-324871974568548/;FALSO;2483;x
La Guglia B&B;Via Galatina, 34, Soleto;{'location': {'lat': 40.1859783, 'lng': 18.203785}, 'viewport': {'northeast': {'lat': 40.1872847802915, 'lng': 18.2051565802915}, 'southwest': {'lat': 40.18458681970851, 'lng': 18.2024586197085}}};ChIJu0SLcR0jRBMRiAs_ew3ou0E;41;11;0836 663023;http://www.laguglia.com/;FALSO;2483;x
La Lanterna Ristorante - Pizzeria - Camere;Via Ofanto, 53, Martano;{'location': {'lat': 40.1977844, 'lng': 18.2979335}, 'viewport': {'northeast': {'lat': 40.1990686302915, 'lng': 18.29932023029151}, 'southwest': {'lat': 40.1963706697085, 'lng': 18.2966222697085}}};ChIJTymSiG88RBMRFOxie0P2x0A;42;286;392 057 4356;http://www.lalanternamartano.com/;FALSO;2483;info@lalanternamartano.com
La Limonaia Bed and Breakfast;Via Napoli, 378, Bari;{'location': {'lat': 41.1417781, 'lng': 16.8011706}, 'viewport': {'northeast': {'lat': 41.1431612802915, 'lng': 16.8025660302915}, 'southwest': {'lat': 41.1404633197085, 'lng': 16.7998680697085}}};ChIJafPNsETvRxMR_wYTCs-0wnM;5;1;080 533 1916;;1;2483;x
La Locanda al Castello;Piazza Castello, 3, Pulsano;{'location': {'lat': 40.3839638, 'lng': 17.3550058}, 'viewport': {'northeast': {'lat': 40.3853342302915, 'lng': 17.3563590302915}, 'southwest': {'lat': 40.38263626970851, 'lng': 17.3536610697085}}};ChIJ8YcM8LvjRhMRPgRgMnaknA0;4;390;347 740 5677;https://www.hotelitalian.com/la-locanda-al-castello/;FALSO;2483;x
La Locanda dei Watermelons;Contrada Coretto, Montalto Uffugo;{'location': {'lat': 39.4176091, 'lng': 16.2502565}, 'viewport': {'northeast': {'lat': 39.41881713029149, 'lng': 16.2518261802915}, 'southwest': {'lat': 39.41611916970849, 'lng': 16.2491282197085}}};ChIJD4qgcp-ePxMRVGHWP3tyVO0;46;1085;0984 937859;http://www.locandadeicocomeri.it/;FALSO;2483;x
La Locanda Del Carrubo;SP53 Km. 4 Località Montelci, Mattinata;{'location': {'lat': 41.7185628, 'lng': 16.0892389}, 'viewport': {'northeast': {'lat': 41.7199342802915, 'lng': 16.09048283029151}, 'southwest': {'lat': 41.7172363197085, 'lng': 16.0877848697085}}};ChIJGc1EPTC-NxMR2TlZLW8oKMY;41;433;0884 550276;https://www.lalocandadelcarrubo.it/;FALSO;2483;info@lalocandadelcarrubo.it
La Locanda del Corso;Viale A. Moro, 91, Tortora Marina;{'location': {'lat': 39.9124609, 'lng': 15.7707651}, 'viewport': {'northeast': {'lat': 39.9137634302915, 'lng': 15.7720194302915}, 'southwest': {'lat': 39.9110654697085, 'lng': 15.7693214697085}}};ChIJ1XTCyYLfPhMRQhGaBvOar3w;47;40;380 795 4545;http://www.lalocandadelcorso.it/;FALSO;2483;x
La Locanda Del Duca;Piazza Madre Teresa di Calcutta, 1, Trecchina;{'location': {'lat': 40.026104, 'lng': 15.776529}, 'viewport': {'northeast': {'lat': 40.0274540302915, 'lng': 15.7779284302915}, 'southwest': {'lat': 40.0247560697085, 'lng': 15.7752304697085}}};ChIJpfyRhAbYPhMRV7_XeDoAqwU;44;38;0973 826336;http://www.lalocandadelduca.com/;FALSO;2483;info@lalocandadelduca.com
La Locanda della Castellana;Strada delle due Madonne, Valle Castellana, Peschici;{'location': {'lat': 41.9348095, 'lng': 16.0206778}, 'viewport': {'northeast': {'lat': 41.93655898029149, 'lng': 16.0222420302915}, 'southwest': {'lat': 41.93386101970849, 'lng': 16.01954406970849}}};ChIJv9aNaJ-xNxMRXk_Ib6DkiSA;47;107;0884 963020;https://hotelcastellanapeschici.it/;FALSO;2483;x
La Locanda Delle Donne Monache;Via Carlo Mazzei, 4, Maratea;{'location': {'lat': 39.99201559999999, 'lng': 15.721023}, 'viewport': {'northeast': {'lat': 39.9933799802915, 'lng': 15.7223901302915}, 'southwest': {'lat': 39.9906820197085, 'lng': 15.7196921697085}}};ChIJZ3uRbwnZPhMRIOzN_DXlecQ;46;167;0973 876139;https://www.locandamonache.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness;FALSO;2483;x
La locanda di Lù;Via Roma, 32, San Potito Ultra;{'location': {'lat': 40.9275432, 'lng': 14.8711998}, 'viewport': {'northeast': {'lat': 40.9289053802915, 'lng': 14.8725417302915}, 'southwest': {'lat': 40.9262074197085, 'lng': 14.86984376970849}}};ChIJkYm1c-vSOxMRtHsYibGCmmc;41;11;347 152 7850;;1;2483;x
La Macchia;SP63, 8, Botrugno;{'location': {'lat': 40.0831168, 'lng': 18.3444331}, 'viewport': {'northeast': {'lat': 40.0844386302915, 'lng': 18.3458203302915}, 'southwest': {'lat': 40.0817406697085, 'lng': 18.3431223697085}}};ChIJO0CS210WRBMRJtBpAZiKYsE;46;7;320 113 0931;https://alistraveltips.com/la-macchia-botrugno-italy;FALSO;2483;x
La Maddalena Suite & Rooms;Vico Galliani, 16, Bitonto;{'location': {'lat': 41.1081999, 'lng': 16.6901455}, 'viewport': {'northeast': {'lat': 41.1095448302915, 'lng': 16.6915042302915}, 'southwest': {'lat': 41.10684686970851, 'lng': 16.6888062697085}}};ChIJX62IfvzxRxMRAg8GsoFzfsI;5;1;327 362 4340;https://www.lamaddalenasuite.it/;FALSO;2483;x
La Maison;Vico Domenico Anglani, 12, Ostuni;{'location': {'lat': 40.7316576, 'lng': 17.5735354}, 'viewport': {'northeast': {'lat': 40.7327597302915, 'lng': 17.5749592302915}, 'southwest': {'lat': 40.7300617697085, 'lng': 17.57226126970849}}};ChIJtxLEkadERhMRxTZgCr4i4s0;47;19;389 760 8892;;1;2483;x
La Maison;Via Garibaldi, 6A, Margherita di Savoia;{'location': {'lat': 41.37573889999999, 'lng': 16.15079}, 'viewport': {'northeast': {'lat': 41.3771235802915, 'lng': 16.1521803302915}, 'southwest': {'lat': 41.3744256197085, 'lng': 16.1494823697085}}};ChIJBfZMlSUgOBMR3oqrmt3lJ7E;48;4;333 333 332;https://la-maison.italiavacations.top/;FALSO;2483;x
LA MAISON Apartment *****;via Arco Giuseppe, Via Giuseppe Saverio Poli, 5, Molfetta;{'location': {'lat': 41.204405, 'lng': 16.5962752}, 'viewport': {'northeast': {'lat': 41.2057853802915, 'lng': 16.5975115802915}, 'southwest': {'lat': 41.2030874197085, 'lng': 16.59481361970849}}};ChIJZeWSucj5RxMRKe34virLYE8;5;14;340 260 8971;http://www.lamaison.altervista.org/;FALSO;2483;x
La Maison Barbin;Via Giuseppe Massari, 16, Taranto;{'location': {'lat': 40.47039389999999, 'lng': 17.2388127}, 'viewport': {'northeast': {'lat': 40.4717010302915, 'lng': 17.2401861302915}, 'southwest': {'lat': 40.4690030697085, 'lng': 17.2374881697085}}};ChIJibiZyCYDRxMR-n_Uhs9JXcI;24;37;392 214 3969;https://lamaisonbarbin.traveleto.com/;FALSO;2483;x
La Maison Blanche;Via mare degli Umori, 125, Castellaneta Marina;{'location': {'lat': 40.4803837, 'lng': 16.9328301}, 'viewport': {'northeast': {'lat': 40.4817399802915, 'lng': 16.9341992302915}, 'southwest': {'lat': 40.4790420197085, 'lng': 16.93150126970849}}};ChIJPYLo_8ASRxMR8t7Hs-nfXoY;47;12;328 291 3387;;1;2483;x
LA MAISON BLUE SALENTO - villetta e monolocale vista mare;Via Pireo, Torre San Giovanni;{'location': {'lat': 39.9019766, 'lng': 18.087167}, 'viewport': {'northeast': {'lat': 39.9033231802915, 'lng': 18.0885125302915}, 'southwest': {'lat': 39.9006252197085, 'lng': 18.0858145697085}}};ChIJNUSHmqMBRBMRsWUiSSWLwW0;5;13;327 826 5322;https://www.lamaisonblue.it/;FALSO;2483;info@lamaisonblue.it
La maison de Monet;Via Danimarca, 15, Brindisi;{'location': {'lat': 40.6239513, 'lng': 17.9412776}, 'viewport': {'northeast': {'lat': 40.6252790802915, 'lng': 17.9425752802915}, 'southwest': {'lat': 40.6225811197085, 'lng': 17.9398773197085}}};ChIJQW_unTJ6RhMRMDO-NYvhVSQ;46;74;;https://www.lamaisondemonet.it/;FALSO;2483;x
La Maison De Sofì;Via San Donato, 1, Bisceglie;{'location': {'lat': 41.2421496, 'lng': 16.5037111}, 'viewport': {'northeast': {'lat': 41.24348373029149, 'lng': 16.5050464802915}, 'southwest': {'lat': 41.2407857697085, 'lng': 16.5023485197085}}};ChIJLQ0hJ18HOBMRT7POYQhVmIs;;;329 278 0708;"https://www.booking.com/hotel/it/la-maison-de-sofi.it.html?aid=304142&label=gen173bo-1BCAsocUIRbGEtbWFpc29uLWRlLXNvZmlIM1gDaHGIAQGYARS4ARjIAQzYAQHoAQGIAgGYAgaoAgS4Ap_Tg7IGwAIB0gIkY2FjODc3YWQtMDEwYS00NmQ0LWFlYzctNjA2YjAwNjdjZDFh2AIF4AIB&sid=a6a97ed18818b5140703949d52893d05&dest_id=-111647;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;hpos=1;no_rooms=1;req_adults=2;req_children=0;room1=A,A;sb_price_type=total;sr_order=popularity;srepoch=1715530282;srpvid=11f771bd8ce8003a;type=total;ucfs=1&";FALSO;2483;x
La Maison del Parigino;II Traversa Rosalba, 11, Bari;{'location': {'lat': 41.104386, 'lng': 16.856953}, 'viewport': {'northeast': {'lat': 41.10575183029149, 'lng': 16.85830583029151}, 'southwest': {'lat': 41.10305386970849, 'lng': 16.8556078697085}}};ChIJnYUii8HpRxMRuxE1g7RPJHE;;;340 609 9237;https://www.booking.com/searchresults.it.html?aid=356980&label=gog235jc-1DCAsocUIWbGEtbWFpc29uLWRlbC1wYXJpZ2lub0gUWANocYgBAZgBFLgBGMgBDNgBA-gBAfgBAogCAagCBLgCtcX7rwbAAgHSAiRmNWE5NjY0NS1mYTA2LTRlNzItYjkyYi1jOTNiMWUwMTgyYmbYAgTgAgE&sid=c029575e672784ff7f3e8ba9c3c5e799&closed_msg=10897805&dest_id=-111255&dest_type=city&hlrd=14&;FALSO;2483;x
La Maison di Daniela;Corso Dante Alighieri, 12, Terlizzi;{'location': {'lat': 41.12926300000001, 'lng': 16.5426114}, 'viewport': {'northeast': {'lat': 41.13061198029152, 'lng': 16.54396038029151}, 'southwest': {'lat': 41.12791401970852, 'lng': 16.5412624197085}}};ChIJ6TPigJH3RxMRLNv3SJQvuQA;5;1;329 551 4154;;1;2483;x
La Maison Fleurie;via castagneto, n.1/piano terra, San Nicola Arcella;{'location': {'lat': 39.8453621, 'lng': 15.7960442}, 'viewport': {'northeast': {'lat': 39.84668943029149, 'lng': 15.7973390802915}, 'southwest': {'lat': 39.8439914697085, 'lng': 15.7946411197085}}};ChIJy5e4utwfPxMRoBYaZWnYHZQ;5;1;346 285 9013;;1;2483;x
La Maison Rosa Stella;Via Carlo II d'Angiò, 15, Lucera;{'location': {'lat': 41.5077627, 'lng': 15.3352527}, 'viewport': {'northeast': {'lat': 41.50904968029149, 'lng': 15.3366343302915}, 'southwest': {'lat': 41.5063517197085, 'lng': 15.3339363697085}}};ChIJ6Q5ADOjhORMR0-abWZi-jCc;45;19;338 402 3452;;1;2483;x
La Maison Srls;VIA A.M. CALEFATI, Bari;{'location': {'lat': 41.1238732, 'lng': 16.8654393}, 'viewport': {'northeast': {'lat': 41.1251843302915, 'lng': 16.8668266302915}, 'southwest': {'lat': 41.1224863697085, 'lng': 16.8641286697085}}};ChIJpSg5ZJnpRxMRfzFn4AdkAw0;5;2;371 309 9925;;1;2483;x
La Maison Vintage;Viale Nestore Mazzei, Rossano Stazione;{'location': {'lat': 39.59390459999999, 'lng': 16.6372092}, 'viewport': {'northeast': {'lat': 39.59525523029149, 'lng': 16.6387692302915}, 'southwest': {'lat': 39.59255726970849, 'lng': 16.63607126970849}}};ChIJl4eq_qGbQBMRQvSc1b2Gg7Y;48;9;347 180 8168;https://gabrielastravelexperience.eu/la-maison-rose-aosta-italy;FALSO;2483;x
La Marinella casa vacanze;Via Rinaldo Miceli, 10, Marinella;{'location': {'lat': 38.9264353, 'lng': 16.2206854}, 'viewport': {'northeast': {'lat': 38.9279106802915, 'lng': 16.22193453029151}, 'southwest': {'lat': 38.9252127197085, 'lng': 16.2192365697085}}};ChIJFSkUHHbnPxMRKzeXasOZna4;;;;;1;2483;x
La Mariposa;Via Sant'Erasmo, 15, Santeramo in Colle;{'location': {'lat': 40.79432870000001, 'lng': 16.7593028}, 'viewport': {'northeast': {'lat': 40.79570203029149, 'lng': 16.7606804302915}, 'southwest': {'lat': 40.7930040697085, 'lng': 16.7579824697085}}};ChIJK5ZG-YqbRxMRAXTQZab0Gd8;5;2;327 007 0303;https://la-mariposa.nottiitaliane.top/;FALSO;2483;x
La Meridiana;Via G. Greco, 17, Celico;{'location': {'lat': 39.3106827, 'lng': 16.3393104}, 'viewport': {'northeast': {'lat': 39.3120343802915, 'lng': 16.3407117802915}, 'southwest': {'lat': 39.3093364197085, 'lng': 16.3380138197085}}};ChIJrbFD6amaPxMRvtbkUfjR0TE;49;40;377 536 5804;https://sofierecommends.eu/la-meridiana-celico-italy;FALSO;2483;x
La Meridiana Residence;Tonicello;{'location': {'lat': 38.6354968, 'lng': 15.8361198}, 'viewport': {'northeast': {'lat': 38.63681683029149, 'lng': 15.8374543802915}, 'southwest': {'lat': 38.6341188697085, 'lng': 15.8347564197085}}};ChIJ0XOhdjF0FRMRf1Zzvhq1fZU;46;196;0963 665052;https://www.lameridiana.info/;FALSO;2483;x
La Naca della Taranta B & B;Corso Armando Diaz, 138, Galatina;{'location': {'lat': 40.178578, 'lng': 18.168414}, 'viewport': {'northeast': {'lat': 40.1799284802915, 'lng': 18.1698333302915}, 'southwest': {'lat': 40.1772305197085, 'lng': 18.1671353697085}}};ChIJObiICUciRBMRjCDe-gW__rM;46;104;393 916 1311;http://www.lanacadellataranta.it/;FALSO;2483;info@lanacadellataranta.it
La Nicchiarica;Strada Comunale Conca Marau, 4, Muro Leccese;{'location': {'lat': 40.12479560000001, 'lng': 18.3460131}, 'viewport': {'northeast': {'lat': 40.1262672802915, 'lng': 18.3473033802915}, 'southwest': {'lat': 40.12356931970851, 'lng': 18.3446054197085}}};ChIJXe5cPB8-RBMRA4Lhhhj369U;49;73;339 350 5066;;1;2483;x
La Nuova Dimora;Via Camillo Benso Conte di Cavour, 30, Corigliano D'otranto;{'location': {'lat': 40.1601864, 'lng': 18.2574847}, 'viewport': {'northeast': {'lat': 40.1614785302915, 'lng': 18.25885938029151}, 'southwest': {'lat': 40.1587805697085, 'lng': 18.2561614197085}}};ChIJBwEFlz49RBMRTQzYVh9SfEs;5;1;;;1;2483;x
La Pastorella;Via Arieste, 50BIS, Maierà;{'location': {'lat': 39.7155814, 'lng': 15.8355964}, 'viewport': {'northeast': {'lat': 39.7169086802915, 'lng': 15.8370421302915}, 'southwest': {'lat': 39.7142107197085, 'lng': 15.8343441697085}}};ChIJNQAzLNccPxMR2-xB_NsLa8w;49;31;0173 1803313;https://la-pastorella-hotel.com/;FALSO;2483;info@la-pastorella-hotel.com
La Pergola;Via Nazionale, 37, San Giovanni a Piro;{'location': {'lat': 40.05378339999999, 'lng': 15.4513454}, 'viewport': {'northeast': {'lat': 40.0551424802915, 'lng': 15.4526699802915}, 'southwest': {'lat': 40.0524445197085, 'lng': 15.4499720197085}}};ChIJzSqc7bTHPhMR0NgME_rzCm0;45;324;0974 983177;https://albergolapergola.it/;FALSO;2483;x
La Perla Del Salento;Via A. Acton, 87, Torre San Giovanni;{'location': {'lat': 39.8988895, 'lng': 18.0991474}, 'viewport': {'northeast': {'lat': 39.90033108029149, 'lng': 18.1006158802915}, 'southwest': {'lat': 39.8976331197085, 'lng': 18.0979179197085}}};ChIJJ5g5ZAkBRBMRo48f5N791YI;5;2;0833 599750;https://www.perledipuglia.it/it/Perla-del-Salento-A5.html;FALSO;2483;x
La Perla Del Sole;Via Provinciale, 28/3° piano, Corigliano Scalo;{'location': {'lat': 39.6270407, 'lng': 16.5177368}, 'viewport': {'northeast': {'lat': 39.6283989802915, 'lng': 16.5190635302915}, 'southwest': {'lat': 39.6257010197085, 'lng': 16.5163655697085}}};ChIJO3iJBJZiPxMRrw5JEh5Tdnw;49;25;339 108 5646;https://la-perla-del-sole.italyexperience.top/;FALSO;2483;x
La Perla Rosa;Via Antonello da Messina, 15, Diamante;{'location': {'lat': 39.6779265, 'lng': 15.8217416}, 'viewport': {'northeast': {'lat': 39.67925778029149, 'lng': 15.8230895802915}, 'southwest': {'lat': 39.67655981970849, 'lng': 15.8203916197085}}};ChIJgV_fiuQCPxMRZOqqgjXYKCA;35;6;348 934 9483;;1;2483;x
La perla sul mare Bisceglie;Via Prussiano, 12a, Bisceglie;{'location': {'lat': 41.2428815, 'lng': 16.5093867}, 'viewport': {'northeast': {'lat': 41.2442810302915, 'lng': 16.5107360802915}, 'southwest': {'lat': 41.2415830697085, 'lng': 16.50803811970849}}};ChIJmfzq2ZIHOBMRS969tMXWvSs;5;1;351 537 7239;;1;2483;x
La Petite Maison B&B | Ruvo di Puglia;Via Forno, 3, Ruvo di Puglia;{'location': {'lat': 41.1161869, 'lng': 16.4863329}, 'viewport': {'northeast': {'lat': 41.11753183029149, 'lng': 16.4876147802915}, 'southwest': {'lat': 41.11483386970849, 'lng': 16.4849168197085}}};ChIJDxUuRGMLOBMRZIMUGwKBQsM;5;4;347 731 2766;https://hugorecommends.eu/la-petite-maison-ruvo-di-puglia-italy;FALSO;2483;x
La Piana degli Ulivi;area urbana, C.da Amica snc - Loc, Strada Trapesimi, Corigliano;{'location': {'lat': 39.5943908, 'lng': 16.6758556}, 'viewport': {'northeast': {'lat': 39.5958006302915, 'lng': 16.6770206302915}, 'southwest': {'lat': 39.5931026697085, 'lng': 16.67432266970849}}};ChIJXXag8SebQBMRDm67Gdw8F0U;44;55;338 950 8840;http://www.lapianadegliulivi.it/;FALSO;2483;x
La Piana Di Calena;Contrada Calena, Peschici;{'location': {'lat': 41.93653329999999, 'lng': 16.0114348}, 'viewport': {'northeast': {'lat': 41.93788228029149, 'lng': 16.0126535302915}, 'southwest': {'lat': 41.93518431970849, 'lng': 16.0099555697085}}};ChIJ584JwKixNxMREEJgb-6qJ1k;42;27;347 085 7909;;1;2483;x
La Piazza B&B;piazza San Giorgio, 34, San Giorgio Ionico;{'location': {'lat': 40.4577374, 'lng': 17.3790569}, 'viewport': {'northeast': {'lat': 40.4590929302915, 'lng': 17.3804170802915}, 'southwest': {'lat': 40.4563949697085, 'lng': 17.3777191197085}}};ChIJLy5mdCn9RhMRWQ3cdqdnwww;5;15;328 561 6844;https://www.booking.com/Share-m1FT1D;FALSO;2483;x
La piazzetta;Via Remo, 74, Brindisi;{'location': {'lat': 40.629261, 'lng': 17.9300563}, 'viewport': {'northeast': {'lat': 40.6306539802915, 'lng': 17.9315209802915}, 'southwest': {'lat': 40.6279560197085, 'lng': 17.9288230197085}}};ChIJQwcDnyN6RhMR2oMms7T8Q-4;47;59;340 811 2498;https://www.booking.com/hotel/it/la-piazzetta-brindisi.it.html;FALSO;2483;x
La Piazzetta Bed and Breakfast;Via Domenico Picca, 73, Molfetta;{'location': {'lat': 41.2036629, 'lng': 16.597196}, 'viewport': {'northeast': {'lat': 41.2050773302915, 'lng': 16.5984662302915}, 'southwest': {'lat': 41.2023793697085, 'lng': 16.5957682697085}}};ChIJi4o08bj5RxMRlN9tTcQ55gU;5;2;329 481 1887;https://www.facebook.com/lapiazzettamolfetta;FALSO;2483;x
La piccola Terrazza;Via di San Spirito Giuseppe Garibaldi, 31C, Bari;{'location': {'lat': 41.1620998, 'lng': 16.7479106}, 'viewport': {'northeast': {'lat': 41.16344678029149, 'lng': 16.7492648802915}, 'southwest': {'lat': 41.16074881970849, 'lng': 16.7465669197085}}};ChIJJ3bfTNzlRxMRapwgSbr6mAs;5;6;333 407 2004;https://wa.me/393334722447?text=Ciao!%20Sarei%20interessato%20ad%20alloggiare%20presso%20la%20vostra%20struttura%20%22La%20piccola%20Terrazza%22.%20Potrei%20avere%20maggiori%20informazioni%3F;FALSO;2483;x
La Piccola Torre;Strada Pastore 4 ang. Strada Sciarra, Bisceglie;{'location': {'lat': 41.2412114, 'lng': 16.5046214}, 'viewport': {'northeast': {'lat': 41.2425603802915, 'lng': 16.5059703802915}, 'southwest': {'lat': 41.2398624197085, 'lng': 16.50327241970849}}};ChIJX4wzvQ4HOBMRqTn_4UR4nxk;49;35;340 719 5072;http://www.lapiccolatorrebisceglie.it/;FALSO;2483;anna_lagroia@hotmail.it
